,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state,params_n_estimators
222,222,0.18348014589785894,2023-07-10 11:59:52.623728,2023-07-10 12:00:06.503759,0 days 00:00:13.880031,goss,0.5987210488204883,0.004304475394530246,37,10,10,106,4.302329809733995e-06,3.9757565215780435e-06,,2,COMPLETE,1951
486,486,0.1834848086744613,2023-07-10 12:36:05.746055,2023-07-10 12:36:10.164767,0 days 00:00:04.418712,goss,0.4827571311943109,0.010070033733782164,37,10,8,8,4.603627897861096e-05,1.282005580168307e-05,,5,COMPLETE,943
236,236,0.18351718030056502,2023-07-10 12:05:17.790132,2023-07-10 12:05:37.252585,0 days 00:00:19.462453,goss,0.6212546394635426,0.00631763921424984,32,10,11,113,2.131628658543833e-06,3.703724961502603e-06,,2,COMPLETE,1888
221,221,0.18352926940787861,2023-07-10 11:59:37.634289,2023-07-10 11:59:52.622990,0 days 00:00:14.988701,goss,0.5935480438868663,0.004175209170067081,37,10,10,107,4.200080445212942e-06,1.502621233717494e-05,,2,COMPLETE,2124
500,500,0.18354039384568316,2023-07-10 12:36:49.164218,2023-07-10 12:36:51.017956,0 days 00:00:01.853738,goss,0.5016490274320209,0.03559540891986448,35,10,13,70,2.4429453798937493e-05,7.044560401375367e-08,,5,COMPLETE,274
385,385,0.18354464847098673,2023-07-10 12:28:52.766444,2023-07-10 12:28:54.777564,0 days 00:00:02.011120,goss,0.5954840109961846,0.038105710319829594,49,10,9,128,1.5422945156797903e-08,0.00015539862807905877,,2,COMPLETE,271
591,591,0.18358851359748313,2023-07-10 12:41:41.343504,2023-07-10 12:41:43.119773,0 days 00:00:01.776269,goss,0.3988183274265104,0.04647979033028392,32,10,11,61,1.6401756573919416e-07,3.2971903780360864e-08,,6,COMPLETE,307
499,499,0.18360412036289675,2023-07-10 12:36:47.763956,2023-07-10 12:36:49.163377,0 days 00:00:01.399421,goss,0.4914780707145062,0.05880979058829471,123,10,7,10,0.00021648263081373677,1.7344095740483302e-05,,5,COMPLETE,202
829,829,0.18361108857200487,2023-07-10 13:10:56.696857,2023-07-10 13:11:00.192138,0 days 00:00:03.495281,goss,0.5505368868094302,0.025842956065695363,36,10,8,56,1.835578722223273e-08,7.969925318394915e-08,,6,COMPLETE,489
129,129,0.18362283804926993,2023-07-10 11:53:17.800935,2023-07-10 11:53:20.353375,0 days 00:00:02.552440,goss,0.6017105477878211,0.04069903400170408,68,4,9,128,2.937860087701179e-07,7.00805897137462e-05,,1,COMPLETE,251
446,446,0.18363289794000193,2023-07-10 12:32:40.599463,2023-07-10 12:32:45.209786,0 days 00:00:04.610323,goss,0.6459351215701488,0.010817151869254749,32,10,12,15,0.0004034164060044326,4.003768794459059e-06,,5,COMPLETE,1307
960,960,0.18374498751051915,2023-07-10 13:26:08.633011,2023-07-10 13:26:10.134906,0 days 00:00:01.501895,goss,0.6997935129730339,0.07948269114583412,36,10,7,50,2.871231225444943e-07,9.440553444168474e-05,,6,COMPLETE,126
562,562,0.18380922599832827,2023-07-10 12:39:33.485387,2023-07-10 12:39:36.708443,0 days 00:00:03.223056,goss,0.4395828608214299,0.031856990664542555,44,10,5,66,1.301918558987598e-07,1.270745815844764e-07,,6,COMPLETE,391
191,191,0.1838289226356116,2023-07-10 11:56:21.139830,2023-07-10 11:56:23.541189,0 days 00:00:02.401359,goss,0.5840447399839277,0.05297709610198316,44,10,8,106,2.6718610346457268e-06,8.187278767257067e-07,,2,COMPLETE,247
485,485,0.1839503968211342,2023-07-10 12:36:00.214145,2023-07-10 12:36:05.745126,0 days 00:00:05.530981,goss,0.475565714584621,0.008265314110585467,32,10,7,8,5.6963098405783166e-05,1.831313686619145e-05,,5,COMPLETE,1669
565,565,0.18395631849356717,2023-07-10 12:39:40.681587,2023-07-10 12:39:43.398417,0 days 00:00:02.716830,goss,0.4208553216740211,0.024217044701842216,37,10,11,57,7.296077974925806e-08,5.8980387200954064e-08,,6,COMPLETE,460
212,212,0.18397052062631258,2023-07-10 11:57:52.089363,2023-07-10 11:58:06.582364,0 days 00:00:14.493001,goss,0.5927182694650278,0.004496460035773167,38,10,11,114,1.9384349314112554e-06,3.736933359823378e-06,,2,COMPLETE,2277
771,771,0.18398824665443278,2023-07-10 12:59:30.336831,2023-07-10 12:59:31.740773,0 days 00:00:01.403942,goss,0.39876982446916504,0.06855267984531045,36,10,12,60,0.0004754818828684841,0.003611316233498608,,6,COMPLETE,226
422,422,0.18400089840875442,2023-07-10 12:31:13.249762,2023-07-10 12:31:15.692933,0 days 00:00:02.443171,goss,0.5961689002776474,0.02267805606272737,37,10,18,104,0.00037884068523686033,0.00015422867352713886,,2,COMPLETE,454
609,609,0.18401035391297726,2023-07-10 12:42:40.368499,2023-07-10 12:42:42.137173,0 days 00:00:01.768674,goss,0.3931283326776554,0.040842152467743566,32,10,12,56,9.359573884859549e-08,3.494347690178738e-08,,6,COMPLETE,347
756,756,0.1840336919739859,2023-07-10 12:57:24.960765,2023-07-10 12:57:30.251845,0 days 00:00:05.291080,goss,0.4291055742013129,0.015133294334980266,43,10,11,45,0.0020101779095283447,0.006920709942556438,,4,COMPLETE,757
815,815,0.1841292949999164,2023-07-10 13:10:07.011204,2023-07-10 13:10:10.367539,0 days 00:00:03.356335,goss,0.5569109060116978,0.025154854880369167,32,10,11,55,0.0023548006512329757,6.802849949562616e-08,,6,COMPLETE,423
596,596,0.18413481917437335,2023-07-10 12:41:51.616743,2023-07-10 12:41:53.516491,0 days 00:00:01.899748,goss,0.4176161152641773,0.0394861599088618,36,10,10,47,8.246279334014983e-08,2.422016500384794e-08,,6,COMPLETE,294
799,799,0.18414303737667742,2023-07-10 13:06:27.647698,2023-07-10 13:06:28.853050,0 days 00:00:01.205352,goss,0.4577757616450993,0.08816653944394355,41,10,8,57,0.011003803464495959,1.893773224384702e-07,,6,COMPLETE,109
264,264,0.18415742513555772,2023-07-10 12:13:07.369313,2023-07-10 12:13:21.035403,0 days 00:00:13.666090,goss,0.5599033845375192,0.0036792084038998244,32,10,8,113,6.308826534327734e-06,9.808915387086694e-06,,2,COMPLETE,2308
207,207,0.1842196602018374,2023-07-10 11:56:58.418743,2023-07-10 11:57:12.907303,0 days 00:00:14.488560,goss,0.5893370540704159,0.004227289762224495,37,10,9,110,3.4809358616444993e-06,2.2324201866386994e-06,,2,COMPLETE,2249
365,365,0.1842618742076751,2023-07-10 12:28:10.766199,2023-07-10 12:28:12.128883,0 days 00:00:01.362684,goss,0.683170251649128,0.06509794934141509,42,10,10,105,2.505545712412241e-06,8.591813364215534e-05,,3,COMPLETE,192
508,508,0.18426816070581442,2023-07-10 12:37:02.924909,2023-07-10 12:37:04.586126,0 days 00:00:01.661217,goss,0.4977140557331459,0.04117518666666059,42,10,12,61,3.3561982988965474e-08,3.56105542146783e-07,,3,COMPLETE,265
363,363,0.18427598820816088,2023-07-10 12:28:07.543445,2023-07-10 12:28:08.990814,0 days 00:00:01.447369,goss,0.5613350257639255,0.06160306398425274,36,10,10,106,2.656611459338642e-06,3.045794581393201e-05,,2,COMPLETE,161
684,684,0.18429456462417593,2023-07-10 12:49:32.083073,2023-07-10 12:49:34.868521,0 days 00:00:02.785448,goss,0.3998472405298529,0.03655387202787998,36,10,13,50,0.006704564859632883,0.29874467021328655,,6,COMPLETE,401
226,226,0.18440332212187077,2023-07-10 12:01:22.947390,2023-07-10 12:01:47.166803,0 days 00:00:24.219413,goss,0.6124265011460995,0.005595321170784932,32,10,10,112,4.127483272229787e-06,1.9670188032139023e-05,,2,COMPLETE,2009
